pind,volumn,title,author,poetry
930,卷19_16,相和歌辭。江南曲,張籍,"['江南人家多橘樹', '吳姬舟上織白纻', '土地卑濕饒蟲蛇', '連木為牌入江住', '江村亥日長為市', '落帆渡橋來浦里', '青莎覆城竹為屋', '無井家家飲潮水', '長江午日酤春酒', '高高酒旗懸江口', '倡樓兩岸懸水柵', '夜唱竹枝留北客', '江南風土歡樂多', '悠悠處處盡經過']"
931,卷19_17,相和歌辭。江南曲,羅隱,"['江煙濕雨鮫綃軟', '漠漠遠山眉黛淺', '水國多愁又有情', '夜槽壓酒銀船滿', '繃絲采怨凝曉空', '吳王臺榭春夢中', '鴛鴦鸂鶒喚不起', '平鋪淥水眠東風', '西陵路邊月悄悄', '油壁輕車嫁蘇小']"
932,卷19_18,相和歌辭。江南曲,陸龜蒙,"['為愛江南春', '涉江聊采蘋.水深煙浩浩', '空對雙車輪', '車輪明月團', '車蓋浮云盤', '云月徒自好', '水中行路難', '遙遙洛陽道', '夾岸生春草', '寄語棹船郎', '莫夸風浪好']"
933,卷19_19,相和歌辭。度關山,陸龜蒙,"['魚戲蓮葉間', '參差隱葉扇', '\ue85d\ue85f鸀鳿窺', '瀲滟無因見', '魚戲蓮葉東', '初霞射紅尾', '傍臨謝山側', '恰值清風起', '魚戲蓮葉西', '盤盤舞波急', '潛依曲岸涼', '正對斜光入', '魚戲蓮葉南', '欹危午煙疊', '光搖越鳥巢', '影亂吳娃楫', '魚戲蓮葉北', '澄陽動微漣', '回看帝子渚', '稍背鄂君船']"
934,卷19_20,相和歌辭。關山曲,李端,"['雁塞日初晴', '胡關雪復平', '危竿緣廣漠', '古竇傍長城', '拔劍金星出', '彎弧玉羽鳴', '誰知系虜者', '賈誼是書生']"
935,卷19_21,相和歌辭。登高丘而望遠,馬戴,"['金鎖耀兜鍪', '黃云拂紫騮', '叛羌旗下戮', '陷壁夜中收', '霜霰戎衣故', '關河磧氣秋', '箭創殊未合', '更遣擊蘭州', '火發龍山北', '中宵易左賢', '勒兵臨漢水', '驚雁散胡天', '木落防河急', '軍孤受敵偏', '猶聞漢皇怒', '按劍待開邊']"
936,卷19_22,相和歌辭。蒿里,李白,"['登高丘而望遠海', '六鰲骨已霜', '三山流安在？', '扶桑半摧折', '白日沉光彩', '銀臺金闕如夢中', '秦皇漢武空相待', '精衛費木石', '黿鼉無所憑', '君不見驪山茂陵盡灰滅', '牧羊之子來攀登', '盜賊劫寶玉', '精靈竟何能', '窮兵黷武今如此', '鼎湖飛龍安可乘？']"
937,卷19_23,相和歌辭。挽歌,貫休,"['兔不遲', '烏更急', '但恐穆王八駿', '著鞭不及', '所以蒿里', '墳出蕺蕺', '氣凌云天', '龍騰鳳集', '盡為風消土吃', '狐掇蟻拾', '黃金不啼玉不泣', '白楊騷屑', '亂風愁月', '折碑石人', '莽穢榛沒', '牛羊窸窣.時見牧童兒', '弄枯骨']"
938,卷19_24,相和歌辭。挽歌二首,趙微明,"['寒日蒿上明', '凄凄郭東路', '素車誰家子', '丹旐引將去', '原下荊棘叢', '叢邊有新墓', '人間痛傷別', '此是長別處', '曠野何蕭條', '青松白楊樹']"
939,卷19_25,相和歌辭。挽歌,于鵠,"['陰風吹黃蒿', '挽歌渡秋水', '車馬卻歸城', '孤墳月明里', '雙轍出郭門', '綿綿東西道', '送死多于生', '幾人得終老', '見人切肺肝', '不如歸山好', '不聞哀哭聲', '默默安懷抱', '時盡從物化', '又免生憂擾', '世間壽者稀', '盡為悲傷惱']"
940,卷19_26,相和歌辭。挽歌,孟云卿,"['草草門巷喧', '涂車儼成位', '冥寞何所須', '盡我生人意', '北邙路非遠', '此別終天地', '臨穴頻撫棺', '至哀反無淚', '爾形未衰老', '爾息猶童稚', '骨肉不可離', '皇天若容易', '房帷即虛張', '庭宇為哀次', '薤露歌若斯', '人生盡如寄']"
941,卷19_27,相和歌辭。對酒,白居易,"['丹旐何飛揚', '素驂亦悲鳴', '晨光照閭巷', '輀車儼欲行', '蕭條九月天', '哀挽出重城', '借問送者誰', '妻子與弟兄', '蒼蒼上古原', '峨峨開新塋', '含酸一慟哭', '異口同哀聲', '舊壟轉蕪絕', '新墳日羅列', '春風草綠北邙山', '此地年年生死別']"
942,卷19_28,相和歌辭。對酒二首,崔國輔,"['行行日將夕', '荒村古冢無人跡', '朦朧荊棘一鳥飛', '屢唱提壺酤酒吃', '古人不達酒不足', '遺恨精靈傳此曲', '寄言當代諸少年', '平生且盡杯中淥']"
943,卷19_29,相和歌辭。陌上桑,李白,"['松子棲金華', '安期入蓬海', '此人古之仙', '羽化竟何在', '浮生速流電', '倏忽變光彩', '天地無凋換', '容顏有遷改', '對酒不肯飲', '含情欲誰待', '勸君莫拒杯', '春風笑人來', '桃李如舊識', '傾花向我開', '流鶯啼碧樹', '明月窺金罍', '昨來朱顏子', '今日白發催', '棘生石虎殿', '鹿走姑蘇臺', '自古帝王宅', '城闕閉黃埃', '君若不飲酒', '昔人安在哉']"
944,卷19_30,相和歌辭。陌上桑,李白,"['美女渭橋東', '春還事蠶作', '五馬如飛龍', '青絲結金絡', '不知誰家子', '調笑來相謔', '妾本秦羅敷', '玉顏艷名都', '綠條映素手', '采桑向城隅', '使君且不顧', '況復論秋胡', '寒螀愛碧草', '鳴鳳棲青梧', '托心自有處', '但怪傍人愚', '徒令白日暮', '高駕空踟躕']"
945,卷19_31,相和歌辭。陌上桑,常建,"['翳翳陌上桑', '南枝交北堂', '美人金梯出', '素手自提筐', '非但畏蠶饑', '盈盈嬌路傍']"
946,卷19_32,相和歌辭。采桑,陸龜蒙,"['皓齒還如貝色含', '長眉亦似煙華貼', '鄰娃盡著繡襠襦', '獨自提筐采蠶葉']"
947,卷19_33,相和歌辭。采桑,郎大家宋氏,"['春來南雁歸', '日去西蠶遠', '妾思紛何極', '客游殊未返']"
948,卷19_34,相和歌辭。采桑,劉希夷,"['楊柳送行人', '青青西入秦', '秦家采桑女', '樓上不勝春', '盈盈灞水曲', '步步春芳綠', '紅臉耀明珠', '絳唇含白玉', '回首渭橋東', '遙憐樹色同', '青絲嬌落日', '緗綺弄春風', '攜籠長嘆息', '逶迤戀春色', '看花若有情', '倚樹疑無力', '薄暮思悠悠', '使君南陌頭', '相逢不相識', '歸去夢青樓']"
949,卷19_35,相和歌辭。采桑,李彥暐,"['采桑畏日高', '不待春眠足', '攀條有馀愁', '那矜貌如玉', '千金豈不贈', '五馬空躑躅', '何以變真性', '幽篁雪中綠']"
950,卷19_36,相和歌辭。日出行,王建,"['鳥鳴桑葉間', '葉綠條復柔', '攀看去手近', '放下長長鉤', '黃花蓋野田', '白馬少年游', '所念豈回顧', '良人在高樓']"
951,卷19_37,相和歌辭。日出行,李白,"['日出東方隈', '似從地底來', '歷天又入海', '六龍所舍安在哉？其始與終古不息', '人非元氣安能與之久裴回', '草不謝榮于春風', '木不怨落于秋天', '誰揮鞭策驅四運', '萬物興歇皆自然', '羲和羲和', '汝奚汩沒于荒淫之波', '魯陽何德', '駐景揮戈', '逆道違天', '矯誣實多', '吾將囊括大塊', '浩然與溟涬同科']"
952,卷19_38,相和歌辭。王昭君,李賀,"['白日下昆侖', '發光如舒絲', '徒照葵藿心', '不照游子悲', '折折黃河曲', '日從中央轉', '旸谷耳曾聞', '若木眼不見', '奈何鑠石', '胡為銷人', '羿彎弓屬矢那不中', '足令久不得奔', '詎教晨光夕昏']"
953,卷19_39,相和歌辭。王昭君,崔國輔,"['漢使南還盡', '胡中妾獨存', '紫臺綿望絕', '秋草不堪論']"
954,卷19_40,相和歌辭。王昭君,崔國輔,"['一回望月一回悲', '望月月移人不移', '何時得見漢朝使', '為妾傳書斬畫師']"
955,卷19_41,相和歌辭。王昭君,盧照鄰,"['合殿恩中絕', '交河使漸稀', '肝腸辭玉輦', '形影向金微', '漢宮草應綠', '胡庭沙正飛', '愿逐三秋雁', '年年一度歸']"
956,卷19_42,相和歌辭。王昭君,駱賓王,"['斂容辭豹尾', '緘怨度龍鱗', '金鈿明漢月', '玉箸染胡塵', '妝鏡菱花暗', '愁眉柳葉嚬', '惟有清笳曲', '時聞芳樹春']"
957,卷19_43,相和歌辭。王昭君,沈佺期,"['非君惜鸞殿', '非妾妒蛾眉', '薄命由驕虜', '無情是畫師', '嫁來胡地惡', '不并漢宮時', '心苦無聊賴', '何堪上馬辭']"
958,卷19_44,相和歌辭。王昭君,梁獻,"['圖畫失天真', '容華坐誤人', '君恩不可再', '妾命在和親', '淚點關山月', '衣銷邊塞塵', '一聞陽鳥至', '思絕漢宮春']"
959,卷19_45,相和歌辭。王昭君,上官儀,"['玉關春色晚', '金河路幾千', '琴悲桂條上', '笛怨柳花前', '霧掩臨妝月', '風驚入鬢蟬', '緘書待還使', '淚盡白云天']"
960,卷19_46,相和歌辭。王昭君,董思恭,"['琵琶馬上彈', '行路曲中難', '漢月正南遠', '燕山直北寒', '髻鬟風拂散', '眉黛雪沾殘', '斟酌紅顏盡', '何勞鏡里看']"
961,卷19_47,相和歌辭。王昭君三首,顧朝陽,"['莫將鉛粉匣', '不用鏡花光', '一去邊城路', '何情更畫妝', '影銷胡地月', '衣盡漢宮香', '妾死非關命', '只緣怨斷腸']"
962,卷19_48,相和歌辭。王昭君三首,東方虬,"['漢道初全盛', '朝廷足武臣', '何須薄命妾', '辛苦遠和親', '掩涕辭丹鳳', '銜悲向白龍', '單于浪驚喜', '無復舊時容', '胡地無花草', '春來不似春', '自然衣帶緩', '非是為腰身']"
963,卷19_49,相和歌辭。王昭君,郭元振,"['自嫁單于國', '長銜漢掖悲', '容顏日憔悴', '有甚畫圖時', '厭踐冰霜域', '嗟為邊塞人', '思從漢南獵', '一見漢家塵', '聞有南河信', '傳聞殺畫師', '始知君惠重', '更遣畫蛾眉']"
964,卷19_50,相和歌辭。王昭君二首,劉長卿,"['自矜妖艷色', '不顧丹青人', '那知粉繢能相負', '卻使容華翻誤身', '上馬辭君嫁驕虜', '玉顏對人啼不語', '北風雁急浮清秋', '萬里獨見黃河流', '纖腰不復漢宮寵', '雙蛾長向胡天愁', '琵琶弦中苦調多', '蕭蕭羌笛聲相和', '可憐一曲傳樂府', '能使千秋傷綺羅']"
965,卷19_51,相和歌辭。王昭君,李白,"['漢家秦地月', '流影照明妃', '一上玉關道', '天涯去不歸', '漢月還從東海出', '明妃西嫁無來日', '燕支長寒雪作花', '蛾眉憔悴沒胡沙', '生乏黃金枉圖畫', '死留青冢使人嗟', '昭君拂玉鞍', '上馬啼紅頰', '今日漢宮人', '明朝胡地妾']"
966,卷19_52,相和歌辭。王昭君,儲光羲,"['日暮驚沙亂雪飛', '傍人相勸易羅衣', '強來前帳看歌舞', '共待單于夜獵歸']"
967,卷19_53,相和歌辭。王昭君二首,皎然,"['自倚嬋娟望主恩', '誰知美惡忽相翻', '黃金不買漢宮貌', '青冢空埋胡地魂']"
968,卷19_54,相和歌辭。王昭君,白居易,"['滿面胡沙滿鬢風', '眉銷殘黛臉銷紅', '愁苦辛勤憔悴盡', '如今卻似畫圖中', '漢使卻回憑寄語', '黃金何日贖蛾眉', '君王若問妾顏色', '莫道不如宮里時']"
969,卷19_55,相和歌辭。王昭君,令狐楚,"['錦車天外去', '毳幕云中開', '魏闕蒼龍遠', '蕭關赤雁哀']"
970,卷19_56,相和歌辭。王昭君,張仲素,"['仙娥今下嫁', '驕子自同和', '劍戟歸田盡', '牛羊繞塞多']"
971,卷19_57,相和歌辭。明妃曲,李商隱,"['毛延壽畫欲通神', '忍為黃金不為人', '馬上琵琶行萬里', '漢宮長有隔生春']"
972,卷19_58,相和歌辭。昭君詞,王偃,"['北望單于日半斜', '明君馬上泣胡沙', '一雙淚滴黃河水', '應得東流入漢家']"
973,卷19_59,相和歌辭。昭君詞,張文琮,"['戒途飛萬里', '回首望三秦', '忽見天山雪', '還疑上苑春', '玉痕垂淚粉', '羅袂拂胡塵', '為得胡中曲', '還悲遠嫁人']"
974,卷19_60,相和歌辭。昭君詞,陳昭,"['跨鞍今永訣', '垂淚別親賓', '漢地行將遠', '胡關逐望新', '交河擁塞路', '隴首暗沙塵', '唯有孤明月', '猶能遠送人']"
975,卷19_61,相和歌辭。昭君詞,戴叔倫,"['漢宮若遠近', '路在沙塞上', '到死不得歸', '何人共南望']"
976,卷19_62,相和歌辭。楚妃嘆,李端,"['李陵初送子卿回', '漢月明明照帳來', '憶著長安舊游處', '千門萬戶玉樓臺']"
977,卷19_63,相和歌辭。楚妃怨,張籍,"['湘云初起江沉沉', '君王遙在云夢林', '江南雨多旌旗暗', '臺下朝朝春水深', '章華殿前朝萬國', '君心獨自終無極', '楚兵滿地能逐禽', '誰用一身繼筋力', '西江若翻云夢中', '麋鹿死盡應還宮']"
978,卷19_64,相和歌辭。王子喬,張籍,"['梧桐葉下黃金井', '橫架轆轤牽素綆', '美人初起天未明', '手拂銀瓶秋水冷']"
979,卷19_65,相和歌辭。蜀國弦,宋之問,"['王子喬', '愛神仙', '七月七日上賓天', '白虎搖瑟鳳吹笙', '乘騎云氣吸日精', '吸日精', '長不歸', '遺廟今在而人非', '空望山頭草', '草露濕君衣']"
980,卷19_66,相和歌辭。長歌行,李賀,"['楓香晚華靜', '錦水南山影', '驚石墜猿哀', '竹云愁半嶺', '涼月生秋浦', '玉沙鱗鱗光', '誰家紅淚客', '不忍過瞿塘']"
981,卷19_67,相和歌辭。長歌行,李白,"['桃李得日開', '榮華照當年', '東風動百物', '草木盡欲言', '枯枝無丑葉', '涸水吐清泉', '大力運天地', '羲和無停鞭', '功名不早著', '竹帛將何宣', '桃李務青春', '誰能貫白日', '富貴與神仙', '蹉跎成兩失', '金石猶銷鑠', '風霜無久質', '畏落日月后', '強歡歌與酒', '秋霜不惜人', '倏忽侵蒲柳']"
982,卷19_68,相和歌辭。短歌行,王昌齡,"['曠野饒悲風', '颼颼黃蒿草', '系馬停白楊', '誰知我懷抱', '所是同袍者', '相逢盡衰老', '況登漢家陵', '南望長安道', '下有枯樹根', '上有鼷鼠窠', '高皇子孫盡', '千古無人過', '寶玉頻發掘', '精靈其奈何', '人生須達命', '有酒且長歌']"
983,卷19_69,相和歌辭。短歌行,聶夷中,"['八月木蔭薄', '十葉三墮枝', '人生過五十', '亦已同此時', '朝出東郭門', '嘉樹郁參差', '暮出西郭門', '原草已離披', '南鄰好臺榭', '北鄰善歌吹', '榮華忽消歇', '四顧令人悲', '生死與榮辱', '四者乃常期', '古人恥其名', '沒世無人知', '無言鬢似霜', '勿謂發如絲', '耆年無一善', '何殊食乳兒']"
984,卷19_70,相和歌辭。短歌行六首,李白,"['白日何短短', '百年苦易滿', '蒼穹浩茫茫', '萬劫太極長', '麻姑垂兩鬢', '一半已成霜', '天公見玉女', '大笑億千場', '吾欲攬六龍', '回車掛扶桑', '北斗酌美酒', '勸龍各一觴', '富貴非所愿', '為人駐頹光']"
985,卷19_71,相和歌辭。短歌行,顧況,"['城邊路', '今人犁田昔人墓', '岸上沙', '昔時江水今人家', '今人昔人共長嘆', '四氣相催節回換', '明月皎皎入華池', '白云離離度清漢', '我欲升天天隔霄', '我思渡水水無橋', '我欲上山山路險', '我欲汲井井泉遙', '越人翠被今何夕', '獨立沙邊江草碧', '紫燕西飛欲寄書', '白云何處逢來客', '新系青絲百尺繩', '心在君家轆轤上', '我心皎潔君不知', '轆轤一轉一惆悵', '何處春風吹曉幕', '江南綠水通朱閣', '美人二八面如花', '泣向東風畏花落', '臨春風', '聽春鳥', '別時多', '見時少', '愁人夜永不得眠', '瑤井玉繩相向曉', '軒轅皇帝初得仙', '鼎湖一去三千年', '周流三十六洞天', '洞中日月星辰連', '騎龍駕景游八極', '軒轅弓劍無人識', '東海青童寄消息']"
986,卷19_72,相和歌辭。短歌行,王建,"['人初生', '日初出', '上山遲', '下山疾', '百年三萬六千朝', '夜里分將強半日', '有歌有舞間早為', '昨日健于今日時', '人家見生男女好', '不知男女催人老', '短歌行', '無樂聲']"
987,卷19_73,相和歌辭。短歌行二首,張籍,"['青天蕩蕩高且虛', '上有白日無根株', '流光暫出還入地', '催我少年不須臾', '與君相逢不寂寞', '衰老不復如今樂', '玉卮盛酒置君前', '再拜愿君千萬年']"
988,卷19_74,相和歌辭。短歌行,白居易,"['曈曈太陽如火色', '上行千里下一刻', '出為白晝入為夜', '圜轉如珠住不得', '住不得', '可奈何', '為君舉酒歌短歌', '歌聲苦', '詞亦苦', '四座少年君聽取', '今夕未竟明夕催', '秋風才往春風回', '人無根蒂時不駐', '朱顏白日相隳頹', '勸君且強笑一面', '勸君復強飲一杯', '人生不得長歡樂', '年少須臾老到來', '世人求富貴', '多為身嗜欲', '盛衰不自由', '得失常相逐', '問君少年日', '苦學將干祿', '負笈塵中游', '抱書雪前宿', '布衾不周體', '藜茄才充腹', '三十登宦途', '五十被朝服', '奴溫已挾纊', '馬肥初食粟', '未敢議歡游', '尚為名檢束', '耳目聾暗后', '堂上調絲竹', '牙齒缺落時', '盤中堆酒肉', '彼來此已去', '外馀中不足', '少壯與榮華', '相避如寒燠', '青云去地遠', '白日終天速', '從古無奈何', '短歌聽一曲']"
989,卷19_75,相和歌辭。短歌行,陸龜蒙,"['爪牙在身上', '陷阱猶可制', '爪牙在胸中', '劍戟無所畏', '人言畏猛虎', '誰是撩頭斃', '只見古來心', '奸雄暗相噬']"
990,卷19_76,相和歌辭。銅雀臺,皎然,"['古人若不死', '吾亦何所悲', '蕭蕭煙雨九原上', '白楊青松葬者誰', '貴賤同一塵', '死生同一指', '人生在世共如此', '何異浮云與流水', '短歌行', '短歌無窮日已傾', '鄴宮梁苑徒有名', '春草秋風傷我情', '何為不學金仙侶', '一悟空王無死生']"
991,卷19_77,相和歌辭。銅雀臺,王無競,"['北登銅雀上', '西望青松郭', '繐帳空蒼蒼', '陵田紛漠漠', '平生事已變', '歌吹宛猶昨', '長袖拂玉塵', '遺情結羅幕', '妾怨在朝露', '君恩豈中薄', '高臺奏曲終', '曲終淚橫落']"
992,卷19_78,相和歌辭。銅雀臺,鄭愔,"['日斜漳浦望', '風起鄴臺寒', '玉座平生晚', '金尊妓吹闌', '舞馀依帳泣', '歌罷向陵看', '蕭索松風暮', '愁煙入井闌']"
993,卷19_79,相和歌辭。銅雀臺,劉長卿,"['嬌愛更何日', '高臺空數層', '含啼映雙袖', '不忍看西陵', '漳河東流無復來', '百花輦路為蒼苔', '青樓月夜長寂寞', '碧云日暮空裴回', '君不見鄴中萬事非昔時', '古人何在今人悲', '春風不逐君王去', '草色年年舊宮路', '宮中歌舞已浮云', '空指行人往來處']"
994,卷19_80,相和歌辭。銅雀臺,賈至,"['日暮銅雀靜', '西陵鳥雀歸', '撫弦心斷絕', '聽管淚霏霏', '靈幾臨朝奠', '空床卷夜衣', '蒼蒼川上月', '應照妾魂飛']"
995,卷19_81,相和歌辭。銅雀臺,羅隱,"['強歌強舞竟難勝', '花落花開淚滿繒', '只合當年伴君死', '免教憔悴望西陵']"
996,卷19_82,相和歌辭。銅雀臺,薛能,"['魏帝當時銅雀臺', '黃花深映棘叢開', '人生富貴須回首', '此地豈無歌舞來']"
997,卷19_83,相和歌辭。銅雀臺,張氏琰,"['君王冥寞不可見', '銅雀歌舞空裴回', '西陵嘖嘖悲宿鳥', '空殿沉沉閉青苔', '青苔無人跡', '紅粉空相哀']"
998,卷19_84,相和歌辭。銅雀妓,梁氏瓊,"['歌扇向陵開', '齊行奠玉杯', '舞時飛燕列', '夢里片云來', '月色空馀恨', '松聲暮更哀', '誰憐未死妾', '掩袂下銅臺']"
999,卷19_85,相和歌辭。銅雀妓,王勃,"['妾本深宮妓', '曾城閉九重', '君王歡愛盡', '歌舞為誰容', '錦衾不復襞', '羅衣誰再縫', '高臺西北望', '流涕向青松', '金鳳鄰銅雀', '漳河望鄴城', '君王無處所', '臺榭若平生', '舞筵紛可就', '歌梁儼未傾', '西陵松槚冷', '誰見綺羅情']"
1000,卷19_86,相和歌辭。銅雀妓,沈佺期,"['昔年分鼎地', '今日望陵臺', '一旦雄圖盡', '千秋遺令開', '綺羅君不見', '歌舞妾空來', '恩共漳河水', '東流無重回']"
1001,卷19_87,相和歌辭。銅雀妓,喬知之,"['金閣惜分香', '鉛華不重妝', '空馀歌舞地', '猶是為君王', '哀弦調已絕', '艷曲不須長', '共看西陵暮', '秋煙生白楊']"
1002,卷19_88,相和歌辭。銅雀妓,王適,"['日暮銅雀迥', '幽聲玉座清', '蕭森松柏望', '委郁綺羅情', '君恩不再重', '妾舞為誰輕']"
1003,卷19_89,相和歌辭。銅雀妓,歐陽詹,"['蕭條登古臺', '回首黃金屋', '落葉不歸林', '高陵永為谷', '妝容徒自麗', '舞態閱誰目', '惆悵繐帷前', '歌聲苦于哭']"
1004,卷19_90,相和歌辭。銅雀妓,袁暉,"['君愛本相饒', '從來事舞腰', '那堪攀玉座', '腸斷望陵朝', '怨著情無主', '哀凝曲不調', '況臨松日暮', '悲吹坐蕭蕭']"
1005,卷19_91,相和歌辭。銅雀妓,劉商,"['魏主矜蛾眉', '美人美于玉', '高臺無晝夜', '歌舞竟未足', '盛色如轉圜', '夕陽落深谷', '仍令身歿后', '尚足平生欲', '紅粉橫淚痕', '調弦空向屋', '舉頭君不在', '唯見西陵木', '玉輦豈再來', '嬌鬟為誰綠', '那堪秋風里', '更舞陽春曲', '曲終情不勝', '闌干向西哭', '臺邊生野草', '來去罥羅縠.', '況復陵寢間', '雙雙見麋鹿']"
1006,卷19_92,相和歌辭。銅雀妓,李賀,"['佳人一壺酒', '秋容滿千里', '石馬臥新煙', '憂來何所似', '歌聲且潛弄', '陵樹風自起', '長裾壓高臺', '淚眼看花機']"
1007,卷19_93,相和歌辭。銅雀妓,吳燭,"['秋色西陵滿綠蕪', '繁弦急管強歡娛', '長舒羅袖不成舞', '卻向風前承淚珠']"
1008,卷19_94,相和歌辭。銅雀妓,朱光弼,"['魏王銅雀妓', '日暮管弦清', '一見西陵樹', '悲心舞不成']"
1009,卷19_95,相和歌辭。銅雀妓,朱放,"['恨唱歌聲咽', '愁翻舞袖遲', '西陵日欲暮', '是妾斷腸時']"
1010,卷19_96,相和歌辭。雀臺怨,皎然,"['強開尊酒向陵看', '憶得君王舊日歡', '不覺馀歌悲自斷', '非關艷曲轉聲難']"
1011,卷19_97,相和歌辭。雀臺怨,馬戴,"['魏宮歌舞地', '蝶戲鳥還鳴', '玉座人難到', '銅臺雨滴平', '西陵樹不見', '漳浦草空生', '萬恨盡埋此', '徒懸千載名']"
1012,卷19_98,相和歌辭。置酒行,程氏長文,"['君王去后行人絕', '簫竽不響歌喉咽', '雄劍無威光彩沉', '寶琴零落金星滅', '玉階寂寂墜秋露', '月照當時歌舞處', '當時歌舞人不回', '化為今日西陵灰']"
1013,卷19_99,相和歌辭。置酒行,李益,"['置酒命所歡', '憑觴遂為戚', '日往不再來', '茲辰坐成昔', '百齡非長久', '五十將半百', '胡為勞我形', '已須還復白', '西山鸞鶴顧', '矯矯煙霧翮', '明霞發金丹', '陰洞潛水碧', '安得凌風羽', '崦嵫駐靈魄', '兀然坐衰老', '慚嘆東陵柏']"
1014,卷19_100,相和歌辭。長歌續短歌,陸龜蒙,"['落塵花片排香痕', '闌珊醉露棲愁魂', '洞庭波色惜不得', '東風領入黃金尊', '千筠擲毫春譜大', '碧舞紅啼相唱和', '安知寂寞西海頭', '青pF未垂孤鳳餓']"
1015,卷19_101,相和歌辭。猛虎行,李賀,"['長歌破衣襟', '短歌斷白發', '秦王不可見', '旦夕成內熱', '渴飲壺中酒', '饑拔隴頭粟', '凄凄四月蘭', '千里一時綠', '夜峰何離離', '月明落石底', '裴回沿石尋', '照出高峰外', '不得與之游', '歌成鬢先改']"
1016,卷19_102,相和歌辭。猛虎行,儲光羲,"['寒亦不憂雪', '饑亦不食人', '人血豈不甘', '所惡傷明神', '太室為我宅', '孟門為我鄰', '百獸為我膳', '五龍為我賓', '蒙馬一何威', '浮江亦以仁', '彩章耀朝日', '牙爪雄武臣', '高云逐氣浮', '厚地隨聲振', '君能賈馀勇', '日夕長相親']"
1017,卷19_103,相和歌辭。猛虎行,李白,"['朝作猛虎行', '暮作猛虎吟', '腸斷非關隴頭水', '淚下不為雍門琴', '旌旗繽紛兩河道', '戰鼓驚山欲傾倒', '秦人半作燕地囚', '胡馬翻銜洛陽草', '一輸一失關下兵', '朝降夕叛幽薊城', '巨鰲未斬海水動', '魚龍奔走安得寧', '頗似楚漢時', '翻覆無定止', '朝過博浪沙', '暮入淮陰市', '張良未遇韓信貧', '劉項存亡在兩臣', '暫到下邳受兵略', '來投漂母作主人', '賢哲棲棲古如此', '今時亦棄青云士', '有策不敢犯龍鱗', '竄身南國避胡塵', '寶書長劍掛高閣', '金鞍駿馬散故人', '昨日方為宣城客', '掣鈴交通二千石', '有時六博快壯心', '繞床三匝呼一擲', '楚人每道張旭奇', '心藏風云世莫知', '三吳邦伯多顧盼', '四海雄俠皆相推', '蕭曹曾作沛中吏', '攀龍附鳳當有時', '溧陽酒樓三月春', '楊花漠漠愁殺人', '胡人綠眼吹玉笛', '吳歌白纻飛梁塵', '丈夫相見且為樂', '槌牛撾鼓會眾賓', '我從此去釣東海', '得魚笑寄情相親']"
1018,卷19_104,相和歌辭。猛虎行,韓愈,"['猛虎雖云惡', '亦各有匹儕', '群行深谷間', '百獸望風低', '身食黃熊父', '子食赤豹麛', '擇肉于熊羆', '肯視兔與貍', '正晝當谷眠', '眼有百步威', '自矜無當對', '氣性縱以乖', '朝怒殺其子', '暮還飧其妃', '匹儕四散走', '猛虎還孤棲', '狐鳴門四旁', '烏鵲從噪之', '出逐猴入居', '虎不知所歸', '誰云猛虎惡', '中路正悲啼', '豹來銜其尾', '熊來攫其頤', '猛虎死不辭', '但慚前所為', '虎坐無助死', '況如汝細微', '故當結以信', '親當結以私', '親故且不保', '人誰信汝為']"
1019,卷19_105,相和歌辭。猛虎行,張籍,"['南山北山樹冥冥', '猛虎白日繞林行', '向晚一身當道食', '山中麋鹿盡無聲', '年年養子在深谷', '雌雄上山不相逐', '谷中近窟有山村', '長向村家取黃犢', '五陵年少不敢射', '空來林下看行跡']"
1020,卷19_106,相和歌辭。猛虎行,李賀,"['長戈莫舂', '強弩莫烹', '乳孫哺子', '教得生獰', '舉頭為城', '掉尾為旌', '東海黃公', '愁見夜行', '道逢騶虞', '牛哀不平', '生何用尺刀', '壁上雷鳴', '泰山之下', '婦人哭聲', '官家有程', '吏不敢聽']"
1021,卷19_107,相和歌辭。君子行,齊己,"['磨爾牙', '錯爾爪', '狐莫威', '兔莫狡', '飲來吞噬取腸飽', '橫行不怕日月明', '皇天產爾為生獰', '前村半夜聞吼聲', '何人按劍燈熒熒']"
1022,卷19_108,相和歌辭。燕歌行,齊己,"['圣人不生', '麟龍何瑞；梧桐不高', '鳳凰何止', '吾聞古之有君子', '行藏以時', '進退求己；', '榮必為天下榮', '恥必為天下恥', '茍進不如此', '亦何必用虛偽之文章', '取榮名而自美']"
1023,卷19_109,相和歌辭。燕歌行,高適,"['漢家煙塵在東北', '漢將辭家破殘賊', '男兒本自重橫行', '天子非常賜顏色', '摐金伐鼓下榆關', '旌旗逶迤碣石間', '校尉羽書飛瀚海', '單于獵火照狼山', '山川蕭條極邊土', '胡騎憑凌雜風雨', '戰士軍前半死生', '美人帳下猶歌舞', '大漠窮秋塞草衰', '孤城落日斗兵稀', '身當恩遇常輕敵', '力盡關山未解圍', '鐵衣遠戍辛勤久', '玉箸應啼別離后', '少婦城南欲斷腸', '征人薊北空回首', '邊風飄飄那可度', '絕域蒼茫更何有', '殺氣三日作陣云', '寒聲一夜傳刁斗', '相看白刃血紛紛', '死節從來豈顧勛', '君不見沙場征戰苦', '至今猶憶李將軍']"
