pind,volumn,title,author,poetry
521,卷12_77,郊廟歌辭。釋奠武成王樂章。送神,,"['貳觴以獻', '三變其終', '顧此非馨', '尚達斯衷', '茅縮可致', '神歆載融', '始神翊周', '拯溺除兇', '時維降祐', '永絕興戎']"
522,卷12_78,郊廟歌辭。享龍池樂章。第一章,,"['明祀方終', '備樂斯闋', '黝纁就瘞', '豆籩告撤', '肸蚃尚馀', '光景云滅', '返歸虛極', '神心則悅']"
523,卷12_79,郊廟歌辭。享龍池樂章。第二章,姚崇,"['恭聞帝里生靈沼', '應報明君鼎業新', '既協翠泉光寶命', '還符白水出真人', '此時舜海潛龍躍', '此地堯河帶馬巡', '獨有前池一小雁', '叨承舊惠入天津']"
524,卷12_80,郊廟歌辭。享龍池樂章。第三章,蔡孚,"['帝宅王家大道邊', '神馬龍龜涌圣泉', '昔日昔時經此地', '看來看去漸成川', '歌臺舞榭宜正月', '柳岸梅洲勝往年', '莫言波上春云少', '只為從龍直上天']"
525,卷12_81,郊廟歌辭。享龍池樂章。第四章,沈佺期,"['龍池躍龍龍已飛', '龍德光天天不違', '池開天漢分黃道', '龍向天門入紫微', '邸第樓臺多氣色', '君王鳧雁有光輝', '為報寰中百川水', '來朝此地莫東歸']"
526,卷12_82,郊廟歌辭。享龍池樂章。第五章,盧懷慎,"['代邸東南龍躍泉', '清漪碧浪遠浮天', '樓臺影就波中出', '日月光疑鏡里懸', '雁沼回流成舜海', '龜書薦祉應堯年', '大川既濟慚為楫', '報德空思奉細涓']"
527,卷12_83,郊廟歌辭。享龍池樂章。第六章,姜皎,"['龍池初出此龍山', '常經此地謁龍顏', '日日芙蓉生夏水', '年年楊柳變春灣', '堯壇寶匣馀煙霧', '舜海漁舟尚往還', '愿似飄飖五云影', '從來從去九天間']"
528,卷12_84,郊廟歌辭。享龍池樂章。第七章,崔日用,"['龍興白水漢興符', '圣主時乘運斗樞', '岸上豐茸五花樹', '波中的皪千金珠', '操環昔聞迎夏啟', '發匣先來瑞有虞', '風色云光隨隱見', '赤云神化象江湖']"
529,卷12_85,郊廟歌辭。享龍池樂章。第八章,蘇颋,"['西京鳳邸躍龍泉', '佳氣休光鎮在天', '軒后霧圖今已得', '秦王水劍昔常傳', '恩魚不似昆明釣', '瑞鶴長如太液仙', '愿侍巡游同舊里', '更聞簫鼓濟樓船']"
530,卷12_86,郊廟歌辭。享龍池樂章。第九章,李乂,"['星分邑里四人居', '水洊源流萬頃馀', '魏國君王稱象處', '晉家藩邸化龍初', '青蒲暫似游梁馬', '綠藻還疑宴鎬魚', '自有神靈滋液地', '年年云物史官書']"
531,卷12_87,郊廟歌辭。享龍池樂章。第十章,姜晞,"['靈沼縈回邸第前', '浴日涵天寫曙天', '始見龍臺升鳳闕', '應如霄漢起神泉', '石匱渚傍還啟圣', '桃李初生更有仙', '欲化帝圖從此受', '正同河變一千年']"
532,卷12_88,郊廟歌辭。享太廟樂章。永和,裴璀,"['乾坤啟圣吐龍泉', '泉水年年勝一年', '始看魚躍方成海', '即睹龍飛利在天', '洲渚遙將銀漢接', '樓臺直與紫微連', '休氣榮光常不散', '懸知此地是神仙', '卷一十三']"
533,卷13_1,郊廟歌辭。享太廟樂章。肅和,,"['於穆烈祖', '弘此丕基', '永言配命', '子孫保之', '百神既洽', '萬國在茲', '是用孝享', '神其格思']"
534,卷13_2,郊廟歌辭。享太廟樂章。雍和,,"['大哉至德', '允茲明圣', '格于上下', '聿遵誠敬', '嘉樂斯登', '鳴球以詠', '神其降止', '式隆景命']"
535,卷13_3,郊廟歌辭。享太廟樂章。長發舞,,"['崇茲享祀', '誠敬兼至', '樂以感靈', '禮以昭事', '粢盛咸絜', '牲牷孔備', '永言孝思', '庶幾不匱']"
536,卷13_4,郊廟歌辭。享太廟樂章。大基舞,,"['睿哲維唐', '長發其祥', '帝命斯祐', '王業克昌', '配天載德', '就日重光', '本支百代', '申錫無疆']"
537,卷13_5,郊廟歌辭。享太廟樂章。大成舞,,"['猗與祖業', '皇矣帝先', '翦商德厚', '封唐慶延', '在姬猶稷', '方晉喻宣', '基我鼎運', '于萬斯年']"
538,卷13_6,郊廟歌辭。享太廟樂章。大明舞,,"['周稱王季', '晉美帝文', '明明盛德', '穆穆齊芬', '藏用四履', '屈道三分', '鏗鏘鐘石', '載紀鴻勛']"
539,卷13_7,郊廟歌辭。享太廟樂章。壽和,,"['五紀更運', '三正遞升', '勛華既沒', '禹湯勃興', '神武命代', '靈眷是膺', '望云彰德', '察緯告征', '上紐天維', '下安地軸', '征師涿野', '萬國咸服', '偃伯靈臺', '九官允穆', '殊域委贐', '懷生介福', '大禮既飾', '大樂已和', '黑章擾囿', '赤字浮河', '功宣載籍', '德被詠歌', '克昌厥后', '百祿是荷']"
540,卷13_8,郊廟歌辭。享太廟樂章。舒和,,"['八音斯奏', '三獻畢陳', '寶祚惟永', '暉光日新']"
541,卷13_9,郊廟歌辭。享太廟樂章。雍和,,"['圣敬通神光七廟', '靈心薦祚和萬方', '嚴禋克配鴻基遠', '明德惟馨鳳歷昌']"
542,卷13_10,郊廟歌辭。享太廟樂章。永和,,"['於穆清廟', '聿修嚴祀', '四縣載陳', '三獻斯止', '籩豆徹薦', '人祇介祉', '神維格思', '錫祚不已']"
543,卷13_11,郊廟歌辭。享太廟樂章。崇德舞,,"['肅肅清祀', '烝烝孝思', '薦享昭備', '虔恭在茲', '雍歌徹俎', '祝嘏陳辭', '用光武志', '永固鴻基']"
544,卷13_12,郊廟歌辭。享太廟樂章。鈞天舞,,"['五運改卜', '千齡啟圣', '彤云曉聚', '黃星夜映', '葉闡珠囊', '基開玉鏡', '下臨萬宇', '上齊七政', '霧開三象', '塵清九服', '海溓星暉', '遠安邇肅', '天地交泰', '華夷輯睦', '翔泳歸仁', '中外禔福', '績逾黜夏', '勛高翦商', '武陳七德', '刑設三章', '祥禽巢閣', '仁獸游梁', '卜年惟永', '景福無疆']"
545,卷13_13,郊廟歌辭。享太廟樂章。太和舞,,"['承天撫箓', '纂圣登皇', '遐清萬宇', '仰協三光', '功成日用', '道濟時康', '璇圖載永', '寶歷斯昌', '日月揚暉', '煙云爛色', '河岳修貢', '神祇效職', '舜風攸偃', '堯曦先就', '睿感通寰', '孝思浹宙', '奉揚先德', '虔遵曩狩', '展義天扃', '飛英云岫', '化逸王表', '神凝帝先', '乘云厭俗', '馭日登玄']"
546,卷13_14,郊廟歌辭。享太廟樂章。景云舞,,"['廣樂既備', '嘉薦既新', '述先惟德', '孝饗惟親', '七獻具舉', '五齊畢陳', '錫茲祚福', '于萬斯春']"
547,卷13_15,郊廟歌辭。享太廟樂章。光大舞,,"['惟睿作圣', '惟圣登皇', '精感耀魄', '時膺會昌', '舜慚大孝', '堯推讓王', '能事斯極', '振古誰方', '文明履運', '車書同軌', '巍巍赫赫', '盡善盡美', '衢室凝旒', '大庭端扆', '釋負之寄', '事光復子', '脫屣高天', '登遐上玄', '龍湖超忽', '象野芊綿', '游衣復道', '薦果初年', '新廟奕奕', '明德配天']"
548,卷13_16,郊廟歌辭。享太廟樂章。迎神,,"['大業龍祉', '徽音駿尊', '潛居皇德', '赫嗣天昆', '展儀宗祖', '重誠孝孫', '春秋無極', '享奏存存']"
549,卷13_17,郊廟歌辭。享太廟樂章。金奏,,"['七廟觀德', '百靈攸仰', '俗荷財成', '物資含養', '道光執契', '化籠提象', '肅肅雍雍', '神其來饗']"
550,卷13_18,郊廟歌辭。享太廟樂章。送神,,"['肅肅清廟', '巍巍盛唐', '配天立極', '累圣重光', '樂和管磬', '禮備烝嘗', '永惟來格', '降福無疆']"
551,卷13_19,郊廟歌辭。武后享清廟樂章十首。第一,,"['五聲備奏', '三獻終祠', '車移鳳輦', '旆轉虹旗', '禮周籩豆', '誠效虔祗', '皇靈徙蹕', '簪紳拜辭']"
552,卷13_20,郊廟歌辭。武后享清廟樂章十首。第二,,"['建清廟', '贊玄功', '擇吉日', '展禋宗', '樂已變', '禮方崇', '望神駕', '降仙宮']"
553,卷13_21,郊廟歌辭。武后享清廟樂章十首。第三登歌,,"['隆周創業', '寶命惟新', '敬宗茂典', '爰表虔禋', '聲明已備', '文物斯陳', '肅容如在', '懇志方申']"
554,卷13_22,郊廟歌辭。武后享清廟樂章十首。第四迎神,,"['肅敷大禮', '上謁尊靈', '敬陳筐幣', '載表丹誠']"
555,卷13_23,郊廟歌辭。武后享清廟樂章十首。第五飲福,,"['敬奠蘋藻', '式罄虔襟', '潔誠斯展', '佇降靈歆']"
556,卷13_24,郊廟歌辭。武后享清廟樂章十首。第六送文舞,,"['爰陳玉醴', '式奠瓊漿', '靈心有穆', '介福無疆']"
557,卷13_25,郊廟歌辭。武后享清廟樂章十首。第七迎武舞,,"['帝圖草創', '皇業初開', '功高佐命', '業贊云雷']"
558,卷13_26,郊廟歌辭。武后享清廟樂章十首。第八武舞作,,"['赫赫玄功被穹壤', '皇皇至德洽生靈', '開基撥亂妖氛廓', '佐命宣威海內清']"
559,卷13_27,郊廟歌辭。武后享清廟樂章十首。第九徹俎,,"['荷恩承顧托', '執契恭臨撫', '廟略靜邊荒', '天兵耀神武']"
560,卷13_28,郊廟歌辭。武后享清廟樂章十首。第十送神,,"['登歌已闋', '獻禮方周', '欽承景福', '肅奉鴻休']"
561,卷13_29,郊廟歌辭。享太廟樂章。嚴和,,"['大禮言畢', '仙衛將歸', '莫申丹懇', '空瞻紫微']"
562,卷13_30,郊廟歌辭。享太廟樂章。升和,,"['肅肅清廟', '赫赫玄猷', '功高萬古', '化奄十洲', '中興丕業', '上荷天休', '祗奉先構', '禮備懷柔']"
563,卷13_31,郊廟歌辭。享太廟樂章。虔和,,"['顧惟菲薄', '纂歷應期', '中外同軌', '夷狄來思', '樂用崇德', '禮以陳詞', '夕惕若厲', '欽奉弘基']"
564,卷13_32,郊廟歌辭。享太廟樂章。歆和,,"['禮標薦鬯', '肅事祠庭', '敬申如在', '敢托非馨']"
565,卷13_33,郊廟歌辭。享太廟樂章。承光舞,,"['崇禋已備', '粢盛聿修', '潔誠斯展', '鐘石方遒']"
566,卷13_34,郊廟歌辭。享太廟樂章。延和,,"['金相載穆', '玉裕重輝', '養德清禁', '承光紫微', '乾宮候色', '震象增威', '監國方永', '賓天不歸', '孝友自衷', '溫文性與', '龍樓正啟', '鶴駕斯舉', '丹扆流念', '鴻名式序', '中興考室', '永陳彝俎']"
567,卷13_35,郊廟歌辭。享太廟樂章。同和,,"['巍巍累圣', '穆穆重光', '奄有區夏', '祚啟隆唐', '百蠻飲澤', '萬國來王', '本枝億載', '鼎祚逾長']"
568,卷13_36,郊廟歌辭。享太廟樂章。寧和,,"['惟圣配天敷盛禮', '惟天為大闡洪名', '恭禋展敬光先德', '蘋藻申虔表志誠']"
569,卷13_37,郊廟歌辭。享太廟樂章。恭和,,"['炎馭失天綱', '土德承天命', '英猷被寰宇', '懿躅隆邦政', '七德已綏邊', '九夷咸底定', '景化覃遐邇', '深仁洽翔泳']"
570,卷13_38,郊廟歌辭。享太廟樂章。通和,,"['禮周三獻', '樂闋九成', '肅承靈福', '悚惕兼盈']"
571,卷13_39,郊廟歌辭。享太廟樂章。昭和,,"['祠容既畢', '仙座爰興', '停停鳳舉', '靄靄云升', '長隆寶運', '永錫休征', '福覃貽厥', '恩被黎蒸']"
572,卷13_40,郊廟歌辭。享太廟樂章。誠敬,,"['道洽二儀交泰', '時休四宇和平', '環珮肅于庭實', '鐘石揚乎頌聲']"
573,卷13_41,郊廟歌辭。享太廟樂章。肅和,,"['顧惟菲質', '忝位椒宮', '虔奉蘋藻', '肅事神宗', '敢申誠絜', '庶罄深衷', '睟容有裕', '靈享無窮']"
574,卷13_42,郊廟歌辭。享太廟樂章。昭感,,"['月禮已周', '云和將變', '爰獻其醑', '載遷其奠', '明德逾隆', '非馨是薦', '澤沾動植', '仁覃宇縣']"
575,卷13_43,郊廟歌辭。享太廟樂章。永和三章,,"['鏗鏘韶濩', '肅穆神容', '洪規赫赫', '祠典雍雍', '已周三獻', '將乘六龍', '虔誠有托', '懇志無從']"
576,卷13_44,郊廟歌辭。享太廟樂章。太和,,"['肅九室', '諧八音', '歌皇慕', '動神心', '禮宿設', '樂妙尋', '聲明備', '祼奠臨', '律迓氣', '音入玄', '依玉幾', '御黼筵', '聆愾息', '僾周旋', '九韶遍', '百福傳', '信工祝', '永頌聲', '來祖考', '聽和平', '相百辟', '貢九瀛', '神休委', '帝孝成']"
577,卷13_45,郊廟歌辭。享太廟樂章。肅和,,"['時文圣后', '清廟肅邕', '致誠勤薦', '在貌思恭', '玉節肆夏', '金鏘五鐘', '繩繩云步', '穆穆天容']"
578,卷13_46,郊廟歌辭。享太廟樂章。雍和二章,,"['天子享孝', '工歌溥將', '躬祼郁鬯', '乃焚膋薌', '臭以達陰', '聲以求陽', '奉時烝嘗', '永代不忘']"
579,卷13_47,郊廟歌辭。享太廟樂章。文舞,,"['在滌嘉豢', '麗碑敬牲', '角握之牡', '色純之騂.', '火傳陽燧', '水溉陰精', '太公胖俎', '傅說和羹', '俎豆有馥', '粢盛絜豐', '亦有和羹', '既戒既平', '鼓鐘管磬', '肅唱和鳴', '皇皇后祖', '來我思成']"
580,卷13_48,郊廟歌辭。享太廟樂章。光大舞,,"['圣謨九德', '真言五千', '慶集昌胄', '符開帝先', '高文杖鉞', '克配彼天', '三宗握鏡', '六合渙然', '帝其承祀', '率禮罔愆', '圖書霧出', '日月清懸', '舞形德類', '詠諗功傳', '黃龍蜿蟺', '彩云蹁躚', '五行氣順', '八佾風宣', '介此百祿', '于皇萬年']"
581,卷13_49,郊廟歌辭。享太廟樂章。長發舞,,"['肅肅藝祖', '滔滔浚源', '有雄玉劍', '作鎮金門', '玄王貽緒', '后稷謀孫', '肇禋九廟', '四海來尊']"
582,卷13_50,郊廟歌辭。享太廟樂章。大政舞,,"['具禮崇德', '備樂承風', '魏推幢主', '周贈司空', '不行而至', '無成有終', '神興王業', '天歸帝功']"
583,卷13_51,郊廟歌辭。享太廟樂章。大成舞,,"['於赫元命', '權輿帝文', '天齊八柱', '地半三分', '宗廟觀德', '笙鏞樂勛', '封唐之兆', '成天下君']"
584,卷13_52,郊廟歌辭。享太廟樂章。大明舞,,"['帝舞季歷', '龍圣生昌', '后歌有蟜', '胎炎孕黃', '天地合德', '日月齊光', '肅雍孝享', '祚我萬方']"
585,卷13_53,郊廟歌辭。享太廟樂章。崇德舞,,"['赤精亂德', '四海困窮', '黃旗舉義', '三靈會同', '旱望春雨', '云披大風', '溥天來祭', '高祖之功']"
586,卷13_54,郊廟歌辭。享太廟樂章。鈞天舞,,"['皇合一德', '朝宗百神', '削平天地', '大拯生人', '上帝配食', '單于入臣', '戎歌陳舞', '曄曄震震']"
587,卷13_55,郊廟歌辭。享太廟樂章。大和舞,,"['高皇邁道', '端拱無為', '化懷獯鬻', '兵賦句驪', '禮尊封禪', '樂盛來儀', '合位媧后', '同稱伏羲']"
588,卷13_56,郊廟歌辭。享太廟樂章。景云舞,,"['退居江水', '郁起丹陵', '禮物還舊', '朝章中興', '龍圖友及', '駿命恭膺', '鳴球香瓚', '大糦是承']"
589,卷13_57,郊廟歌辭。享太廟樂章。福和,,"['景云霏爛', '告我帝符', '噫帝沖德', '與天為徒', '笙鏞遙遠', '俎豆虛無', '春秋孝獻', '回復此都']"
590,卷13_58,郊廟歌辭。享太廟樂章。舒和,,"['備禮用樂', '崇親致尊', '誠通慈降', '敬徹愛存', '獻懷稱壽', '啐感承恩', '皇帝孝德', '子孫千億', '大包天域', '長亙不極']"
591,卷13_59,郊廟歌辭。享太廟樂章。凱安四章,,"['六鐘翕協六變成', '八佾徜徉八風生', '樂九韶兮人神感', '美七德兮天地清']"
592,卷13_60,郊廟歌辭。享太廟樂章。登歌,,"['瑟彼瑤爵', '亞惟上公', '室如屏氣', '門不容躬', '禮殷其本', '樂執其中', '圣皇永慕', '天地幽通', '禮匝三獻', '樂遍九成', '降循軒陛', '仰欷皇情', '福與仁合', '德因孝明', '百年神畏', '四海風行', '總總干戚', '填填鼓鐘', '奮揚爭氣', '坐作為容', '離若鷙鳥', '合如戰龍', '萬方觀德', '肅肅雍雍', '烈祖順三靈', '文宗威四海', '黃鉞誅群盜', '朱旗掃多罪', '戢兵天下安', '約法人心改', '大哉干羽意', '長見風云在']"
593,卷13_61,郊廟歌辭。享太廟樂章。永和,,"['止笙磬', '撤豆籩', '廓無響', '窅入玄', '主在室', '神在天', '情馀慕', '禮罔愆', '喜黍稷', '屢豐年']"
594,卷13_62,郊廟歌辭。享太廟樂章。廣運舞,,"['眇嘉樂', '授靈爽', '感若來', '思如往', '休氣散', '回風上', '返寂寞', '還惚恍', '懷靈駕', '結空想']"
595,卷13_63,郊廟歌辭。享太廟樂章。惟新舞,郭子儀,"['於赫皇祖', '昭明有融', '惟文之德', '惟武之功', '河海靜謐', '車書混同', '虔恭孝饗', '穆穆玄風']"
596,卷13_64,郊廟歌辭。享太廟樂章。保大舞,劉晏,"['漢祚惟永', '神功中興', '風驅氛祲', '天覆黎蒸', '三光再朗', '庶績其凝', '重熙累洽', '景命是膺']"
597,卷13_65,郊廟歌辭。享太廟樂章。文明舞,郭子儀,"['於穆文考', '圣神昭章', '肅勺群慝', '含光遠方', '萬物茂遂', '九夷賓王', '愔愔云韶', '德音不忘']"
598,卷13_66,郊廟歌辭。享太廟樂章。大順舞,鄭馀慶,"['開邸除暴', '時邁勛尊', '三元告命', '四極駿奔', '金枝翠葉', '輝燭瑤琨', '象德億載', '貽慶湯孫']"
599,卷13_67,郊廟歌辭。享太廟樂章。象德舞,鄭絪,"['於穆時文', '受天明命', '允恭玄默', '化成理定', '出震嗣德', '應乾傳圣', '猗歟緝熙', '千億流慶']"
600,卷13_68,郊廟歌辭。享太廟樂章。和寧舞,段文昌,"['肅肅清廟', '登顯至德', '澤周八荒', '兵定四極', '生物咸遂', '群盜滅息', '明圣欽承', '子孫千億']"
601,卷13_69,郊廟歌辭。享太廟樂章。大定舞,牛僧孺,"['湜湜頎頎', '融昭德輝', '不紐不舒', '貫成九圍', '武烈文經', '敷施當宜', '纂堯付啟', '億萬熙熙']"
602,卷13_70,郊廟歌辭。享太廟樂章。宣宗室舞,李回,"['受天明命', '敷佑下土', '化時以儉', '衛文以武', '氛消夷夏', '俗臻往古', '億萬斯年', '形于律呂']"
603,卷13_71,郊廟歌辭。享太廟樂章。懿宗室舞,夏侯孜,"['於鑠令主', '圣祚重昌', '興起教義', '申明典章', '俗尚素樸', '人皆樂康', '積德可報', '流慶無疆']"
604,卷13_72,郊廟歌辭。享太廟樂章。咸寧舞,蕭仿,"['圣祚無疆', '慶傳樂章', '金枝繁茂', '玉葉延長', '海瀆常晏', '波濤不揚', '汪汪美化', '垂范今王']"
605,卷13_73,郊廟歌辭。太清宮樂章。煌煌,,"['於鑠丕嗣', '惟帝之光', '羽籥象德', '金石薦祥', '圣系無極', '景命永昌', '神降上哲', '維天配長', '卷一十四']"
606,卷14_1,郊廟歌辭。太清宮樂章。沖和,,"['煌煌道宮', '肅肅太清', '禮光尊祖', '樂備充庭', '罄竭誠至', '希夷降靈', '云凝翠蓋', '風焰紅旌', '眾真以從', '九奏初迎', '永惟休祐', '是錫和平']"
607,卷14_2,郊廟歌辭。太清宮樂章。香初上,,"['虛無結思', '鐘磬和音', '歌以頌德', '香以達心', '禮殊祼鬯', '義感昭臨', '靈車至止', '慶垂愔愔']"
608,卷14_3,郊廟歌辭。太清宮樂章。再上,,"['肅肅我祖', '綿綿道宗', '至感潛達', '靈心暗通', '云輧御氣', '芝蓋隨風', '四時禋祀', '萬國來同']"
